Activity_ID,L3(도메인),Redesign_L4,Redesign_L5,Redesign_L6,Cadence,Output Type,pre_dependency,seq,Digital Trace
V2-L6-0001,총무,의사결정·승인 프로세스 그룹,날인 및 증명서 관리 [기준확정],날인 및 증명서  기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0905,교육,의사결정·승인 프로세스 그룹,강의안 및 교보재 개발 [기준확정],강의안 및 교보재 개발 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0906,교육,실행·반영 프로세스 그룹,강의안 및 교보재 개발 [실행등록],중간 강의안 및 교보재 개발 결과표 등록,상시,analysis_report,V2-L6-0905,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0907,교육,실행·반영 프로세스 그룹,강의안 및 교보재 개발 [통보인계],중간 강의안 및 교보재 개발 결과표 등록,상시,analysis_report,V2-L6-0906,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0908,교육,운영 공통 프로세스 그룹,강의안 및 교보재 개발 [확장단계4],교보재 개발 수료 발행,상시,training_status,V2-L6-0907,4,업무 처리 이력 로그 | 결과 데이터 저장 이력 | 교보재 개발 수료 발행 관련 증빙 기록
V2-L6-0909,교육,전략·기획 프로세스 그룹,강의안 및 교보재 개발 [확장단계5],교보재 개발 운영계획서 확정,상시,approval_doc,V2-L6-0908,5,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0910,교육,운영 공통 프로세스 그룹,강의안 및 교보재 개발 [확장단계6],성과 리포트 발행,상시,analysis_report,V2-L6-0909,6,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0911,교육,운영 공통 프로세스 그룹,강의안 및 교보재 개발 [확장단계7],강의안 발행,상시,training_report,V2-L6-0910,7,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0912,기획,의사결정·승인 프로세스 그룹,전사 인사담당 임원회의 [기준확정],전사 인사담당 임원회의 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0913,기획,실행·반영 프로세스 그룹,전사 인사담당 임원회의 [실행등록],중간 전사 인사담당 임원회의 결과표 등록,상시,analysis_report,V2-L6-0912,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0914,기획,실행·반영 프로세스 그룹,전사 인사담당 임원회의 [통보인계],중간 전사 인사담당 임원회의 결과표 등록,상시,analysis_report,V2-L6-0913,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0915,기획,운영 공통 프로세스 그룹,전사 인사담당 임원회의 [확장단계4],자료집 발행,상시,minutes_doc,V2-L6-0914,4,업무 처리 이력 로그 | 결과 데이터 저장 이력 | 자료집 발행 관련 증빙 기록
V2-L6-0916,기획,의사결정·승인 프로세스 그룹,People팀장 사업부 정례미팅 [기준확정],People팀장 사업부 정례미팅 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0917,기획,실행·반영 프로세스 그룹,People팀장 사업부 정례미팅 [실행등록],중간 People팀장 사업부 정례미팅 결과표 등록,상시,analysis_report,V2-L6-0916,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0918,기획,실행·반영 프로세스 그룹,People팀장 사업부 정례미팅 [통보인계],중간 People팀장 사업부 정례미팅 결과표 등록,상시,analysis_report,V2-L6-0917,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0919,기획,운영 공통 프로세스 그룹,People팀장 사업부 정례미팅 [확장단계4],자료집 발행,상시,minutes_doc,V2-L6-0918,4,업무 처리 이력 로그 | 결과 데이터 저장 이력 | 자료집 발행 관련 증빙 기록
V2-L6-0920,기획,전략·기획 프로세스 그룹,전사 인사전략 워크샵 [기준확정],전사 인사전략 워크샵 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0921,기획,전략·기획 프로세스 그룹,전사 인사전략 워크샵 [실행등록],중간 전사 인사전략 워크샵 결과표 등록,상시,analysis_report,V2-L6-0920,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0922,기획,전략·기획 프로세스 그룹,전사 인사전략 워크샵 [통보인계],중간 전사 인사전략 워크샵 결과표 등록,상시,analysis_report,V2-L6-0921,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0923,기획,전략·기획 프로세스 그룹,전사 인사전략 워크샵 [확장단계4],자료집 발행,상시,minutes_doc,V2-L6-0922,4,업무 처리 이력 로그 | 결과 데이터 저장 이력 | 자료집 발행 관련 증빙 기록
V2-L6-0924,기획,의사결정·승인 프로세스 그룹,People팀 조직목표 수립 [기준확정],People팀 조직목표 수립 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0925,기획,실행·반영 프로세스 그룹,People팀 조직목표 수립 [실행등록],중간 People팀 조직목표 수립 결과표 등록,상시,analysis_report,V2-L6-0924,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0926,기획,실행·반영 프로세스 그룹,People팀 조직목표 수립 [통보인계],중간 People팀 조직목표 수립 결과표 등록,상시,analysis_report,V2-L6-0925,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0927,기획,운영 공통 프로세스 그룹,People팀 조직목표 수립 [확장단계4],자료집 발행,상시,minutes_doc,V2-L6-0926,4,업무 처리 이력 로그 | 결과 데이터 저장 이력 | 자료집 발행 관련 증빙 기록
V2-L6-0928,기획,전략·기획 프로세스 그룹,인사전략 수립 [기준확정],인사전략 수립 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0929,기획,전략·기획 프로세스 그룹,인사전략 수립 [실행등록],중간 인사전략 수립 결과표 등록,상시,analysis_report,V2-L6-0928,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0930,기획,전략·기획 프로세스 그룹,인사전략 수립 [통보인계],중간 인사전략 수립 결과표 등록,상시,analysis_report,V2-L6-0929,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0931,기획,전략·기획 프로세스 그룹,인사전략 수립 [확장단계4],자료집 발행,상시,minutes_doc,V2-L6-0930,4,업무 처리 이력 로그 | 결과 데이터 저장 이력 | 자료집 발행 관련 증빙 기록
V2-L6-0932,기획,의사결정·승인 프로세스 그룹,신임임원 등 경영진 교육자료 작성 [기준확정],신임임원 등 경영진 교육자료 작성 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0933,기획,실행·반영 프로세스 그룹,신임임원 등 경영진 교육자료 작성 [실행등록],중간 신임임원 등 경영진 교육자료 작성 결과표 등록,상시,analysis_report,V2-L6-0932,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0934,기획,실행·반영 프로세스 그룹,신임임원 등 경영진 교육자료 작성 [통보인계],중간 신임임원 등 경영진 교육자료 작성 결과표 등록,상시,analysis_report,V2-L6-0933,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0935,기획,사후관리·정착 프로세스 그룹,신임임원 등 경영진 교육자료 작성 [확장단계4],자료집 발행,상시,minutes_doc,V2-L6-0934,4,업무 처리 이력 로그 | 결과 데이터 저장 이력 | 자료집 발행 관련 증빙 기록
V2-L6-0936,기획,의사결정·승인 프로세스 그룹,주주총회 등 외부 행사 내 인사 관련 자료 작성 [기준확정],주주총회 등 외부 행사 내 인사 관련 자료 작성 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0937,기획,실행·반영 프로세스 그룹,주주총회 등 외부 행사 내 인사 관련 자료 작성 [실행등록],중간 주주총회 등 외부 행사 내 인사 관련 자료 작성 결과표 등록,상시,analysis_report,V2-L6-0936,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0938,기획,실행·반영 프로세스 그룹,주주총회 등 외부 행사 내 인사 관련 자료 작성 [통보인계],중간 주주총회 등 외부 행사 내 인사 관련 자료 작성 결과표 등록,상시,analysis_report,V2-L6-0937,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0939,기획,운영 공통 프로세스 그룹,주주총회 등 외부 행사 내 인사 관련 자료 작성 [확장단계4],자료집 발행,상시,minutes_doc,V2-L6-0938,4,업무 처리 이력 로그 | 결과 데이터 저장 이력 | 자료집 발행 관련 증빙 기록
V2-L6-0940,기획,의사결정·승인 프로세스 그룹,팀 업무일정표 및 주요일정 작성 [기준확정],팀 업무일정표 및 주요일정 작성 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0941,기획,실행·반영 프로세스 그룹,팀 업무일정표 및 주요일정 작성 [실행등록],중간 팀 업무일정표 및 주요일정 작성 결과표 등록,상시,analysis_report,V2-L6-0940,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0942,기획,실행·반영 프로세스 그룹,팀 업무일정표 및 주요일정 작성 [통보인계],중간 팀 업무일정표 및 주요일정 작성 결과표 등록,상시,analysis_report,V2-L6-0941,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0943,기획,운영 공통 프로세스 그룹,팀 업무일정표 및 주요일정 작성 [확장단계4],주요일정 작성 회의록 발행,상시,schedule_doc,V2-L6-0942,4,업무 처리 이력 로그 | 결과 데이터 저장 이력 | 주요일정 작성 회의록 발행 관련 증빙 기록
V2-L6-0944,기획,운영 공통 프로세스 그룹,팀 업무일정표 및 주요일정 작성 [확장단계5],자료집 발행,상시,minutes_doc,V2-L6-0943,5,업무 처리 이력 로그 | 결과 데이터 저장 이력 | 자료집 발행 관련 증빙 기록
V2-L6-0945,기획,의사결정·승인 프로세스 그룹,팀 업무일정표 및 주요일정 작성 [확장단계6],팀  업무일정표 확정,상시,approval_doc,V2-L6-0944,6,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0946,기획,전략·기획 프로세스 그룹,팀 업무일정표 및 주요일정 작성 [확장단계7],주요일정 작성 계획안 확정,상시,approval_doc,V2-L6-0945,7,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0947,기획,의사결정·승인 프로세스 그룹,간담회 등 인사현안/지표 자료 작성 [기준확정],간담회 등 인사현안/지표 자료 작성 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0948,기획,실행·반영 프로세스 그룹,간담회 등 인사현안/지표 자료 작성 [실행등록],중간 간담회 등 인사현안/지표 자료 작성 결과표 등록,상시,analysis_report,V2-L6-0947,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0949,기획,실행·반영 프로세스 그룹,간담회 등 인사현안/지표 자료 작성 [통보인계],중간 간담회 등 인사현안/지표 자료 작성 결과표 등록,상시,analysis_report,V2-L6-0948,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0950,기획,의사결정·승인 프로세스 그룹,간담회 등 인사현안/지표 자료 작성 [확장단계4],간담회 등 인사현안 확정,상시,approval_doc,V2-L6-0949,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0951,기획,운영 공통 프로세스 그룹,간담회 등 인사현안/지표 자료 작성 [확장단계5],지표 자료 작성 회의록 발행,상시,minutes_doc,V2-L6-0950,5,업무 처리 이력 로그 | 결과 데이터 저장 이력 | 지표 자료 작성 회의록 발행 관련 증빙 기록
V2-L6-0952,기획,전략·기획 프로세스 그룹,간담회 등 인사현안/지표 자료 작성 [확장단계6],지표 자료 작성 계획안 확정,상시,approval_doc,V2-L6-0951,6,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0953,기획,운영 공통 프로세스 그룹,간담회 등 인사현안/지표 자료 작성 [확장단계7],자료집 발행,상시,minutes_doc,V2-L6-0952,7,업무 처리 이력 로그 | 결과 데이터 저장 이력 | 자료집 발행 관련 증빙 기록
V2-L6-0954,기획,의사결정·승인 프로세스 그룹,인사업무 지식 관리 [기준확정],인사업무 지식  기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0955,기획,실행·반영 프로세스 그룹,인사업무 지식 관리 [실행등록],중간 인사업무 지식  결과표 등록,상시,analysis_report,V2-L6-0954,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0956,기획,실행·반영 프로세스 그룹,인사업무 지식 관리 [통보인계],중간 인사업무 지식  결과표 등록,상시,analysis_report,V2-L6-0955,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0957,기획,운영 공통 프로세스 그룹,인사업무 지식 관리 [확장단계4],자료집 발행,상시,minutes_doc,V2-L6-0956,4,업무 처리 이력 로그 | 결과 데이터 저장 이력 | 자료집 발행 관련 증빙 기록
V2-L6-0958,기획,의사결정·승인 프로세스 그룹,People팀 조직 및 인력 현황 작성 [기준확정],People팀 조직 및 인력 현황 작성 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0959,기획,실행·반영 프로세스 그룹,People팀 조직 및 인력 현황 작성 [실행등록],중간 People팀 조직 및 인력 현황 작성 결과표 등록,상시,analysis_report,V2-L6-0958,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0960,기획,실행·반영 프로세스 그룹,People팀 조직 및 인력 현황 작성 [통보인계],중간 People팀 조직 및 인력 현황 작성 결과표 등록,상시,analysis_report,V2-L6-0959,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
